slug,score_tfidf_posts,score_tfidf_keywords,score_lda_posts,score_doc2vec_posts,rating_predicted,rating_actual
zena-zavalena-nedelni-lavinou-v-krkonosich-zemrela-je-druhou-obeti-za-zimu,0.544921875,0.0,0.48892858624458313,0.3865436315536499,,0.0
pec-pod-snezkou-je-vylidnena-po-obvyklem-ruchu-neni-ani-pamatky,0.54345703125,0.0,0.49265363812446594,0.43498313426971436,,0.0
taxisuv-prikop-pri-velke-pardubicke-uz-nebude-tak-hluboky-a-pujde-natrenovat,0.5400390625,0.0,0.5054816007614136,0.39902743697166443,,0.0
snezka-za-pandemie-osirela-polaci-slavi-sampanskym-jejich-lanovky-jezdi,0.53955078125,0.0,0.5135130286216736,0.4074419140815735,,0.0
na-brnensku-auto-dostalo-smyk-vyletelo-ze-silnice-jeho-ridic-zemrel,0.53857421875,0.0,0.5189886689186096,0.44242313504219055,,0.0
jeden-ze-tri-chlapcu-kteri-se-topili-pod-ledem-v-zamberku-zemrel,0.5361328125,0.0,0.5142869353294373,0.3640986979007721,,0.0
mlady-ridic-auta-srazil-cyklistu-a-ujel-senior-na-miste-zemrel,0.53515625,0.0,0.5387914180755615,0.3197297751903534,,0.0
ve-veku-79-let-zemrel-duchovni-a-chartista-frantisek-lizna,0.53173828125,0.0,0.5583375096321106,0.3920949101448059,,0.0
zena-a-muz-zemreli-po-dvacetimetrovem-padu-ze-skaly-na-znojemsku,0.5263671875,0.0,0.5199496746063232,0.4252088963985443,,0.0
skialpinistce-ktera-zemrela-kamaradi-nepomohli-ani-necekali-na-zachranku,0.52490234375,0.0,0.518008291721344,0.3983801007270813,,0.0
cyklistka-zemrela-pri-srazce-s-autobusem-ktery-ji-patrne-nedal-prednost,0.5244140625,0.0,0.5306352376937866,0.35024821758270264,,0.0
muz-s-covidem-porusil-izolaci-a-chodil-ke-stanku-ted-muze-dostat-az-osm-let,0.5234375,0.0,0.5090513229370117,0.37330129742622375,,0.0
zimu-v-krkonosich-neprezily-desitky-ustvanych-srn-lide-pousteji-volne-psy,0.52294921875,0.0,0.48912447690963745,0.4560008943080902,,0.0
letos-poprve-stouplo-lavinove-nebezpeci-v-krkonosich-na-treti-stupen,0.52197265625,0.0,0.4951152205467224,0.42653876543045044,,0.0
ve-shorele-boude-v-trinci-nasli-hasici-ohorele-lidske-telo,0.521484375,0.0,0.5229440927505493,0.3628617823123932,,0.0
